problem_id,bkt_slip,bkt_guess
XTDWVA98F,0.2,0.25
MDX5434QX,0.05,0.0
YHQHYAU4O,0.2,0.0
CKJNF2T7Z,0.1,0.0
HWX7ZMRSV,0.2,0.0
ZBQUI7OUQ,0.1,0.0
2B6X1SGHOI,0.15,0.0
17LN9I3GJ8,0.2,0.0
727DHPXQU,0.1,0.0
1XWN1QOA8V,0.15,0.0
1K1MKINIKR,0.15,0.0
1T0X6DT2KM,0.2,0.0
2F8DPYBU6V,0.1,0.1
1Y91TLBGKW,0.1,0.0
24136SMLFU,0.2,0.1
259WT1ZNU7,0.2,0.25
EV5MIX80Y,0.15,0.25
1Q4K8D252I,0.15,0.25
267E2XICH9,0.1,0.25
1LCQ85U499,0.1,0.0
5GYXOUM8Y,0.1,0.0
2Q1YSGE4HG,0.2,0.0
10VA7CMINQ,0.2,0.0
2RLMQ24JN0,0.15,0.0
5C9Z1JLHC,0.05,0.0
2GEDRYMUGT,0.05,0.0
2F858JMGI1,0.05,0.0
23JD9AWS9E,0.05,0.0
1IYXBIMBT7,0.1,0.0
2GYILELQY,0.05,0.25
21CWKQXZBG,0.05,0.25
SE9PVWGAR,0.05,0.25
1YU9CQHY1U,0.1,0.25
2FG0I1GAAF,0.1,0.1
CWUUQ78WF,0.1,0.0
1V443MF1TY,0.1,0.1
2PKT2FHM1B,0.1,0.0
2KC25TD64,0.1,0.0
23LK1BT9VC,0.2,0.0
20VA4M9VTO,0.15,0.0
1K159VYEA0,0.2,0.0
VW5H9MF66,0.15,0.0
MKVMK8M6O,0.2,0.25
1DBKBBL51K,0.1,0.25
2JW40RYMVS,0.2,0.25
QFDCH8X54,0.2,0.25
2MS7ZB7DVN,0.1,0.0
18AV6WGHYC,0.15,0.0
ZQ4QP0VZJ,0.05,0.0
LCEBJQJ7G,0.1,0.25
2P7O6RJJ9V,0.2,0.25
BXDS9EGYI,0.15,0.25
2GHBDZOQFJ,0.05,0.25
VIVF8ETSF,0.1,0.25
1RAX0G4EEZ,0.1,0.0
16U9B49A6T,0.05,0.0
2DFLOOMAVX,0.05,0.0
1BLQV3WCMF,0.05,0.0
7BMSEY79Q,0.1,0.0
1IE1F08JIP,0.1,0.0
22G4OJ9YC2,0.05,0.0
13BRS3UD95,0.05,0.0
1EO098366V,0.1,0.0
1ND3EOAM4T,0.1,0.25
2ECTWHG8JH,0.15,0.25
IVYHH2AEL,0.05,0.0
1KXWLCB0VK,0.1,0.0
1S2SXFI9E7,0.15,0.0
1AEIVNK573,0.15,0.0
14UD8G9246,0.2,0.0
1ITFJ6IU1Z,0.1,0.0
2354IGLF70,0.1,0.0
1Z9VOPIO0D,0.15,0.0
166JUBAXEN,0.15,0.0
VLK89794H,0.2,0.0
7D1W3J8IL,0.15,0.0
1MTKOCTI6Z,0.15,0.0
1WL9QR9HKU,0.2,0.25
2LB62WWXAS,0.05,0.0
1FV49AGXPQ,0.1,0.0
LEKAL96LG,0.1,0.0
NJF8KR8S,0.15,0.25
1VGRG8DOV2,0.2,0.1
XYMPQW03Z,0.1,0.0
2321A6EJES,0.1,0.0
1ACSFW4QRA,0.1,0.0
5FN6JLWER,0.15,0.0
19LRDBLFUB,0.15,0.0
292JRIVOO4,0.15,0.0
PX3WH0WU6,0.1,0.0
MQNTTXL4A,0.1,0.0
9OGSDZZ0K,0.2,0.0
2KZYRTTLAJ,0.2,0.0
PIOFBCDT3,0.15,0.0
1N13AQEESR,0.2,0.25
20BK02G3XQ,0.2,0.0
UE613DG5S,0.1,0.25
1JH2IX18ZM,0.15,0.25
17UTJEQ89L,0.15,0.25
26QNSBX3HR,0.1,0.25
1XSL9SGNQ9,0.15,0.25
ZX6Y5E1NM,0.15,0.0
PS7O6WP5J,0.1,0.0
1V74QC4YVY,0.1,0.0
14TA3AERIS,0.1,0.0
QB5WOH4L1,0.2,0.0
OPZ2BY5TX,0.2,0.0
1AMJYMTVJC,0.2,0.0
2GGKKGV8YH,0.1,0.0
22QOSCNJXJ,0.15,0.0
C3AWRRPT8,0.15,0.25
2EHNZDADZ6,0.1,0.0
129HODHACR,0.2,0.0
2NMNO12BIE,0.2,0.0
2LNR4HCE7N,0.1,0.0
3W6D4091Q,0.1,0.0
2OVONJJQQ3,0.2,0.0
CQCY5BERQ,0.15,0.25
1EABBLQDZJ,0.1,0.0
2EBXB2QSQR,0.15,0.25
1USGQ77IM1,0.1,0.25
2KBAKVIQDG,0.15,0.25
1SFLL19DTQ,0.05,0.0
1N0XUNJ4BQ,0.15,0.0
9QI1LO34G,0.05,0.0
V26LB0352,0.1,0.0
17DHORT2P7,0.15,0.0
1Z6G49XY8Q,0.05,0.25
202JW3EUUY,0.1,0.25
2MFMVRRYWJ,0.1,0.25
KUVY213TQ,0.05,0.25
721R2FWT,0.2,0.0
2C9U0X8F4L,0.2,0.0
HGSVAIUBV,0.2,0.0
OYGM2N5J5,0.2,0.0
GKYOT3LGH,0.2,0.0
KJC5FX186,0.2,0.0
13KCZM936Z,0.2,0.0
2FXJC4UYQI,0.15,0.1
IVJ1Q4WQZ,0.1,0.0
4HB5MOCE1,0.2,0.25
RFXC9DPI9,0.2,0.25
I5NSKBVZG,0.1,0.25
12XGXYM3NJ,0.2,0.0
AR9S3UNBL,0.1,0.25
1QW8IK0771,0.2,0.0
7HP9TQLYN,0.15,0.0
25D16QEHO1,0.15,0.0
DLEV0SYWD,0.2,0.25
1I5EB4IJQM,0.15,0.0
1MIEQY9ZCT,0.2,0.0
1QNM1J2B87,0.1,0.25
2OUCUON5SO,0.15,0.25
M1V3DP5G5,0.2,0.0
6IGWNAMK4,0.15,0.25
X6BBEQ4VX,0.2,0.25
2HKAYNZKRS,0.2,0.0
4PGF9VXHC,0.15,0.25
Y5X4J9UKK,0.15,0.0
2BCQY19K7Y,0.1,0.25
1ZWIJS2HZY,0.1,0.0
29QIHM7GHG,0.1,0.0
2KS8Q7SFP,0.1,0.0
2L6RGFESXR,0.1,0.0
1CB5KRT3E2,0.1,0.0
VFB3AUD9C,0.15,0.0
1GH9R1ZQ5B,0.15,0.0
1JPHVHPLTE,0.15,0.0
1YND9IB15F,0.1,0.0
2OJKRGU7SR,0.1,0.0
1LMWDHFLJM,0.1,0.0
2FELORRONN,0.1,0.0
FHKIGHHV,0.1,0.0
2A7KXSDM32,0.05,0.0
I6S6BYCYF,0.2,0.0
25331DOT6M,0.1,0.0
QL3UD5AYO,0.05,0.0
1YD479DRF6,0.1,0.0
19GXX6ZILE,0.1,0.0
1SJKEIAVB3,0.1,0.0
1O7GGKT5OH,0.05,0.0
SSVGO7SQ9,0.1,0.0
1AREBNSGU4,0.1,0.0
1IDCC8ELWQ,0.05,0.0
ZR9KGJNMR,0.1,0.25
11EPUCDBPC,0.15,0.0
2PTONGFSGI,0.15,0.0
2GRUNT1LFQ,0.1,0.0
2KXCBLQXD8,0.15,0.0
6AMKXAOL8,0.15,0.0
2DLINDTBH7,0.1,0.0
15AYDSUVCS,0.15,0.0
H9MA4R6PY,0.1,0.25
1JNOCHKAEH,0.15,0.0
2JCEBUMTMD,0.05,0.0
2QVE5NOFA3,0.05,0.0
19XRH9LGU,0.05,0.0
1ZBP49441S,0.1,0.0
AQ1LYQKLW,0.05,0.0
4TVG0RISI,0.05,0.0
21LWIN3AE8,0.05,0.0
27MT6ZM5BH,0.05,0.0
BMQZDSCBL,0.05,0.0
1SN2PJ8MVE,0.1,0.0
1BP5C3E9UC,0.05,0.0
20SMXBEP28,0.05,0.0
1306A75DW4,0.15,0.0
D259MTRGS,0.2,0.0
20ZB0K7PVT,0.15,0.0
JNOMEQUEB,0.05,0.0
PNZW09AIK,0.15,0.0
2K98BE52OD,0.05,0.0
29YZGFXG7K,0.05,0.0
ABKSSODEW,0.05,0.0
1B6JD3MJL6,0.05,0.0
1S9GWQGFPG,0.05,0.0
11CJKUDZFH,0.1,0.0
T3IFP2OG4,0.05,0.0
2E74PRP2SW,0.05,0.0
1S5JYU2Q3L,0.1,0.0
1NY5J2JW7O,0.15,0.0
2QXBXV9DC,0.1,0.0
4T7JB85QK,0.1,0.0
4PVR6KIFP,0.1,0.0
1N96OVY5YM,0.1,0.0
S931AXHH9,0.1,0.0
ODOH8KTOI,0.1,0.0
2RH814AS16,0.05,0.0
1255MJXW5U,0.15,0.0
1KC4AFN1QQ,0.05,0.25
GM8Q7EWTS,0.05,0.0
HGFAI6N9A,0.1,0.0
1QMSWIRYEU,0.15,0.0
108393L0VD,0.15,0.0
4SJR0M5BU,0.05,0.0
5TY64DYOK,0.05,0.0
BQ0XGD3RR,0.05,0.0
2MA2IKPD28,0.05,0.0
2BNIYR6PPZ,0.05,0.0
1W7RNXFO1G,0.05,0.0
2R88PGBWCA,0.05,0.0
2IGI64C87Z,0.1,0.0
2OODMZVBZO,0.05,0.0
S5ES4I4ON,0.05,0.0
1XSBPZSA2V,0.15,0.0
V8OE85XRT,0.15,0.0
1L392U4F0M,0.1,0.0
I8UNEYVUS,0.15,0.0
2Q5RG7SGJY,0.1,0.0
7G4MHX80U,0.2,0.0
NKN09K07H,0.1,0.0
6NXFVZE9B,0.15,0.0
10UI2TO9BH,0.2,0.0
1BUWC6BAW1,0.15,0.0
2IYRNBJLVA,0.2,0.0
2B6Y0THATK,0.2,0.0
2RL8CK2A37,0.15,0.25
1QRO2DNCRN,0.1,0.0
18D6AHTCDU,0.05,0.0
2MS50PBO7O,0.2,0.0
190F9RF609,0.15,0.0
PW0HB1A9B,0.2,0.0
1Q8NZAAVVU,0.1,0.25
27P9BVJRXD,0.1,0.0
539QDLT93,0.1,0.25
KIWMVLWWD,0.1,0.25
179ZPEJZ27,0.15,0.25
2OV585705I,0.1,0.0
27OOI818TH,0.05,0.25
RWI8FXEX0,0.1,0.25
RLUJEPMTF,0.05,0.25
205AQMZNJ1,0.15,0.25
57RM6GNCZ,0.1,0.25
18VPRTQ5E6,0.1,0.25
1VGCRQNFTD,0.15,0.25
F7VITFW87,0.15,0.25
JDCDY9947,0.2,0.25
1PQ8D2A7WD,0.15,0.25
2O2R32290U,0.2,0.25
1IQWPKI98K,0.2,0.1
JIOISN910,0.2,0.1
3PN6SD849,0.2,0.1
2NTC2PCZW7,0.15,0.1
294TZT1POV,0.1,0.25
2KDCE6XYVL,0.05,0.25
LLEUHNHPQ,0.15,0.1
P0K9DQCQ4,0.1,0.25
1KZL90O9RZ,0.1,0.25
2A2UFWTOW2,0.15,0.25
1ZLVVK40VG,0.05,0.25
VT4DZYKGT,0.15,0.25
1PSPCBP9WX,0.15,0.25
ZVQEOMDBT,0.1,0.0
1PT40FVXQD,0.1,0.0
T7ZR4P4PO,0.05,0.0
1UBG39A2T4,0.05,0.0
X4SL3RMD3,0.05,0.0
R5VY21C6Y,0.05,0.0
VR56DBJVP,0.05,0.0
U9CXPMPIC,0.05,0.0
2G2M8ROV6P,0.1,0.0
2JKRPSHUJL,0.05,0.0
1GWJHGOI70,0.05,0.0
2E5CM8WPNH,0.05,0.0
1MEU9WHMMX,0.05,0.0
22YNBR9YK1,0.05,0.0
QQX1B49QH,0.05,0.0
1LPB01EGI0,0.05,0.0
1ZAG8CONP0,0.05,0.0
10WQF5DJQK,0.05,0.0
1NRGNC0BO7,0.05,0.0
10PC7SV6H9,0.1,0.0
5TKMH5724,0.05,0.0
1MOCRUFQNI,0.1,0.0
1KEAAGPVQ8,0.05,0.0
2DXDUSEQMZ,0.05,0.0
2OYE2IG9QF,0.05,0.0
TQ0EWFH39,0.05,0.0
LMVBTDXD0,0.05,0.0
2PZIQ281MF,0.15,0.25
1O05UJHHNG,0.05,0.25
2BHUXQ0FEN,0.15,0.25
1S8INU06MI,0.05,0.25
17LO9VC20L,0.05,0.0
185JPYM21O,0.1,0.0
2F35HJPGQI,0.1,0.25
17BNFA28EB,0.15,0.25
H0T0LBIFL,0.05,0.0
1IVHRAUE0Q,0.05,0.0
27D1LO3QI5,0.05,0.0
CZDE5TJDG,0.05,0.0
1GL99MO6FP,0.05,0.0
IX56X1003,0.05,0.0
KC3VCV40X,0.05,0.0
YB2YGVAQA,0.05,0.0
21L0F8IXID,0.05,0.0
1QXISBSPD5,0.05,0.0
1R4Z4AY0F8,0.05,0.0
1DR9AIGOU8,0.05,0.0
2LA001W7EA,0.05,0.0
H4ECYC6CO,0.1,0.0
1Q4R6BQOHI,0.15,0.0
2EN399JIUR,0.05,0.0
24504UJZZM,0.15,0.0
8TN6U1ERG,0.15,0.0
14IHTHD1Q1,0.1,0.0
WMMYSIDXJ,0.1,0.0
27ETSPMRU7,0.1,0.0
2C0IOWB745,0.1,0.0
2QTLUMLNBE,0.1,0.0
MPWVMNMEN,0.1,0.0
IJYTSB06C,0.15,0.0
2PG7GX8OFL,0.15,0.0
1CLC8VTXQM,0.1,0.0
1YCXCRDQR4,0.15,0.0
876IDPO6A,0.15,0.0
1POO7XJEPT,0.15,0.0
KOXW7S37P,0.15,0.0
QGM0LLAG9,0.15,0.0
2JOPWZUFYS,0.15,0.0
2GIU2N5LMT,0.1,0.0
Q5QTWZ0SV,0.2,0.0
TMAK4VTJ1,0.2,0.0
26FHJCEQ6B,0.2,0.0
Z2WQ14K9X,0.15,0.0
1O5VPDNU22,0.15,0.0
1RQTL0DIP,0.2,0.0
1PA8Y2DRVE,0.15,0.0
2JV6TAMAL2,0.15,0.0
2LEOKREWAJ,0.2,0.0
1JPVB1LDY2,0.2,0.0
2C0D615546,0.2,0.0
2OJ87X3X2X,0.15,0.0
ERLXCJ9S2,0.1,0.0
2N0BASALE8,0.05,0.0
P8RS5CKED,0.05,0.0
1MP7N53RZA,0.1,0.0
1P67CG8T1A,0.05,0.0
DZRDFXB2R,0.1,0.0
2E477SO4LL,0.1,0.0
27E6Z17A4G,0.1,0.0
1YU3TWCIE8,0.15,0.0
27HS4AKCNU,0.1,0.0
4QF3E6Y5Q,0.15,0.0
1TP9B0SNN5,0.15,0.0
XUWMNP5EB,0.15,0.0
1R2GVJK7JG,0.15,0.0
I2ZT76M42,0.2,0.0
1UJXNKB5KF,0.2,0.0
10AE20ZXZB,0.2,0.0
2QGO4EUNYC,0.15,0.0
2AZZPTU73,0.2,0.0
16TXVF4P8S,0.15,0.0
WFWQQWQP0,0.15,0.0
GFFFJDOG7,0.15,0.0
2IJYFG8MQL,0.1,0.0
2O2F0DKUZT,0.1,0.0
1CH3S2ZZR5,0.15,0.0
Q63WW8ZJD,0.15,0.0
1PJ1VPAPAX,0.1,0.0
1A0LQ4Y6S8,0.2,0.0
8AFE3QV7Z,0.15,0.0
1HZ0L7WHMH,0.15,0.0
1W0MZPD4T8,0.1,0.0
1TGKUDE0DC,0.1,0.0
23MSWIN6H3,0.1,0.0
VMI3Q7MWR,0.05,0.0
NFYVMXDMN,0.1,0.0
1763KNBGN8,0.05,0.0
163YUSLO60,0.15,0.0
Y79BBHOEQ,0.15,0.1
1AKI4QS1KD,0.05,0.0
1HC7YN5L11,0.15,0.0
1WMB8AL5B2,0.05,0.0
2PQQMHGSBT,0.1,0.0
AV0GJ5CT1,0.05,0.0
WQH46013,0.1,0.0
E9BA917PS,0.05,0.0
2B6HQ7NK6R,0.15,0.0
1ZYNTNZYZ4,0.05,0.0
FQLIBB851,0.1,0.0
X88GLVVR4,0.05,0.0
1V4MB0EM1Y,0.1,0.0
1RPPLJ6JF5,0.15,0.1
2C8B5QO9XK,0.1,0.0
10CDIJTOCG,0.15,0.0
1RBL10VHH7,0.15,0.0
GQLEL16WY,0.15,0.0
2R9O481U8W,0.15,0.0
PWGNPRLNI,0.15,0.0
2KHOULCW22,0.15,0.0
2FRD6BXDOD,0.1,0.0
DUTSNWWC5,0.15,0.0
2FUVK1H0J2,0.2,0.0
572LAV426,0.1,0.0
7BWTKW48,0.15,0.0
1MP4TQJNAY,0.2,0.1
1Y9URRW7SQ,0.15,0.0
2I7VJ6V5E2,0.15,0.0
LG8QISUEQ,0.1,0.0
1X3LVOJJ41,0.15,0.0
GI6RP7429,0.15,0.0
2ML4CH45Q9,0.15,0.0
BJPSMZU89,0.15,0.0
1IOQUBPLGN,0.15,0.0
S9PJYGOP2,0.2,0.0
2IVZ0YONL2,0.15,0.0
K26B4AMQD,0.2,0.0
YM05MURVY,0.15,0.0
MHR8WE9OD,0.1,0.0
W7616VFHJ,0.1,0.0
1ACLICQ1I4,0.1,0.0
2I38QNME8Y,0.1,0.0
135B0BBI31,0.15,0.0
8HSMUC3AF,0.15,0.0
1QA25O3DR,0.1,0.0
2YNH90L8O,0.15,0.0
XRW33KOQV,0.1,0.0
1T0WG5VUTD,0.15,0.0
2R3U9TNJOF,0.1,0.0
6JW9RNOZM,0.05,0.0
2HW5YG8QBH,0.15,0.0
2HTQXFV1UH,0.05,0.0
21V4BE36R6,0.15,0.0
SKF8DCZHZ,0.1,0.0
87L2WDWJY,0.1,0.0
1Z4EKGO7EC,0.1,0.0
5DPHSYD5M,0.1,0.0
6OUYQZ6AD,0.05,0.0
1C6EF7FHSD,0.05,0.0
JYDI17701,0.05,0.0
2JLQRNR7T1,0.05,0.0
1T08U34WT8,0.15,0.0
LMFPDZKR,0.15,0.0
165IY311D8,0.15,0.0
1RYL3RUSFA,0.1,0.0
1L99FWX2EN,0.15,0.0
1ECJ6USBAG,0.15,0.0
1QTOE1SZR3,0.15,0.0
1WOWS888DD,0.15,0.0
1ZZ0A2QHIN,0.1,0.0
23L0QA64FZ,0.15,0.0
2QVBYCKRCY,0.15,0.0
1Y9ISAMELF,0.15,0.0
27F259CEPO,0.1,0.0
1EGZLB13NH,0.15,0.0
168HPS8XMU,0.2,0.0
1V1F44H0V1,0.15,0.0
2ABF56Y6WY,0.2,0.0
1P9MDIWQ7C,0.2,0.0
HTCQD48D0,0.2,0.0
1ITWWUOJ77,0.1,0.0
1KJBOSENMZ,0.1,0.0
1JMPB4R8O8,0.1,0.0
UGD9GGUQB,0.1,0.0
Z8MTFZRFI,0.15,0.0
242UCW2DVJ,0.15,0.0
1VCGP3QBP1,0.2,0.0
HA7C0YJ04,0.2,0.0
1EJ73K5PR7,0.2,0.0
HY70US6DU,0.1,0.0
2J0M6HD2RO,0.1,0.0
1YLMHCTUCI,0.1,0.0
1EMSTM0A6X,0.15,0.0
2ND5M3MYKI,0.1,0.0
1FKBOBRDKM,0.05,0.0
2R7BQTLGN9,0.05,0.0
2D5Z7498TK,0.1,0.0
1VPAAIQ8ZP,0.05,0.0
1NEO7D3HAD,0.05,0.0
PIAZ9HQIY,0.05,0.0
1MZIR5NM2D,0.05,0.0
VRPBUMBQ6,0.05,0.0
1NCWVHG9RD,0.2,0.0
KDDLM5Y44,0.2,0.0
2HW6SX7UXL,0.2,0.0
10JE373WZN,0.1,0.0
E5YNKPXF5,0.1,0.0
80BHY0G7S,0.1,0.0
1BVB79W9JK,0.1,0.0
26HTCHGX7L,0.1,0.0
2ERB9EF5W6,0.1,0.0
AVVANN1D9,0.2,0.0
13KW4COPAF,0.2,0.0
2LHBKFCXC3,0.15,0.0
BE0BVADMC,0.1,0.0
F8WO6G6XQ,0.1,0.0
179FMHSJ4Z,0.15,0.0
1ZUS3T03NN,0.05,0.0
2PFF6O3ZUY,0.1,0.0
1LBBRBBNRK,0.05,0.0
1G1RE7TTN6,0.1,0.0
2DD8SDDE1D,0.05,0.0
690L39X95,0.1,0.0
KEET0GGHX,0.05,0.0
1HEG1XDUBJ,0.1,0.0
14Y8R68WBG,0.05,0.0
2BZMZYUT7U,0.1,0.0
1E3MDV6TR9,0.05,0.0
BOFE3GDA4,0.05,0.0
2FSUCPJG6W,0.05,0.0
227OO6F7JL,0.1,0.0
4CHR1UTK7,0.2,0.0
178HPFUK0Z,0.1,0.0
FE97P7BIN,0.15,0.0
1PJSZW86CB,0.1,0.0
1BIQGP3IX6,0.15,0.0
1PNDCMUCX9,0.1,0.0
5RZ6O3WKT,0.1,0.0
1ZNZJMA91S,0.05,0.0
116DBFDAIS,0.1,0.0
2ECH9TXBLO,0.1,0.0
1VRUWFDVMI,0.1,0.0
281IDBKJZ3,0.1,0.0
1GF8NAFQ6M,0.15,0.0
1M2PWXQT6G,0.1,0.0
JU0W9BV5F,0.15,0.0
1LNFAL3X4R,0.15,0.0
K6TL3TCG3,0.15,0.0
HS5NR3BH0,0.2,0.1
15975JCD49,0.2,0.0
9R8LBMDNW,0.15,0.1
GOEXRQIXP,0.2,0.0
R7C466SK5,0.15,0.0
29ZRATCOM,0.15,0.0
189OI9ZY2W,0.15,0.0
2L23H2ZL7T,0.15,0.0
RXTKV72FP,0.15,0.0
2LFEPRSCK5,0.1,0.0
2ONZ4TM0T1,0.1,0.0
1WLOPJRXW,0.1,0.0
2QU0J59GR4,0.1,0.0
1MGRD9KJ6D,0.1,0.0
KYCQBFBQU,0.15,0.0
2QM8QQTJQX,0.1,0.0
JQ35MIXVH,0.1,0.0
1JBOPO01NK,0.1,0.0
2OEI40KA80,0.1,0.0
R3BMSR8TS,0.1,0.0
2PE1RJQYLI,0.1,0.0
1WBJFXJN8H,0.15,0.0
1D9PZGYDW8,0.1,0.0
1H0QYAA7D5,0.15,0.0
1AFNJNH7NP,0.15,0.0
1CW5JW3D1F,0.1,0.0
1IAFU5OYNM,0.1,0.0
IZAK5REV3,0.1,0.0
9R71DJ0BW,0.1,0.0
2KCVY3YV5J,0.1,0.25
G231G6464,0.15,0.0
WN9ADLGFR,0.15,0.0
SOLD8GILA,0.15,0.0
1920NDEM6Q,0.1,0.0
1G2NFSPGOA,0.15,0.0
49B88T7EP,0.2,0.0
U8XRSZAF,0.2,0.0
WG2EY499T,0.2,0.0
1XTNGJ3WWR,0.15,0.0
H97X3XY04,0.1,0.0
15TA6GTA41,0.15,0.0
TOS4RGHCG,0.15,0.0
O4IA8JZ6L,0.15,0.0
ID64X3RWN,0.1,0.0
1TV26LKM3B,0.15,0.0
1T5YKI8103,0.2,0.0
1W6YKVLRAO,0.15,0.0
1YN66G7DSM,0.1,0.0
13LRWPZCA1,0.15,0.0
PMT24ELSO,0.2,0.0
WPC07D63Z,0.15,0.0
9A7FHZDGE,0.1,0.0
AIVMQZ8FQ,0.1,0.0
1ECAVS4013,0.1,0.0
1L1YKSSLKW,0.05,0.25
2K2HV5ELHA,0.1,0.0
OQ90M84Q5,0.15,0.0
25IGZHPVN6,0.1,0.25
2OCECGWUO9,0.05,0.25
I7ZDZQW4C,0.05,0.25
210YINDB66,0.05,0.25
RA5PLM3CW,0.15,0.0
1QHNL0V3UM,0.15,0.0
2L487R9R32,0.2,0.0
2AZBQLCWP4,0.05,0.25
25AOHO5TN6,0.05,0.25
AHLJPCJ4Z,0.05,0.25
PF96QBP8,0.05,0.25
15F01ANB2K,0.1,0.0
BM23UAGM4,0.15,0.0
17KVFYNZ14,0.2,0.0
2NW2NEL9PM,0.1,0.0
11LY0YBD8A,0.1,0.0
2ONCLS5J2L,0.1,0.0
29LRI15ADP,0.15,0.0
17QTE8EN9,0.1,0.0
2AHIBR3039,0.05,0.0
U3QG6URZA,0.1,0.0
GUMZU371M,0.05,0.0
2HG3ZP9GI6,0.2,0.0
2JXK8BVZI6,0.1,0.0
1TVGNNM1D5,0.1,0.0
2E338UIF3J,0.15,0.0
2906UKWSHE,0.15,0.0
8SK547LMU,0.15,0.0
UI9OOYCHF,0.1,0.0
12JVQMDGUS,0.1,0.0
5Y5I2O1LY,0.1,0.0
2IXOTAUBYU,0.1,0.0
1ZPIXYG012,0.1,0.0
ABRX9KZQZ,0.1,0.0
XZ3X2VGC9,0.05,0.0
2CTK8RFVR7,0.15,0.0
2DPDD93RQU,0.1,0.0
1L3Z6RJHTT,0.1,0.25
AY1B6QQKM,0.1,0.0
47GJNRBHI,0.1,0.25
2L23PE2Y0O,0.15,0.25
22KWII6IDP,0.1,0.0
1C8ZZV800T,0.05,0.0
27HPKY1OB4,0.05,0.0
2MAJ9FILNT,0.05,0.0
10VMI4IE8G,0.1,0.0
QO0HQHGEA,0.1,0.25
1XGK40N1Z,0.1,0.25
XME8VGKJ0,0.05,0.25
1885P9APQQ,0.1,0.0
1WIBDM4F23,0.1,0.0
1SS3QS0BN2,0.1,0.0
MZYVLCMT2,0.15,0.0
2R5QG3VRFH,0.1,0.0
10XPJSP28Y,0.15,0.0
LSXVMN191,0.1,0.0
1YO85NQRRB,0.15,0.0
YM2JWYC27,0.1,0.0
FU0EQW4AX,0.1,0.0
177AOIFHW1,0.1,0.0
5D7SBOLZX,0.1,0.0
21E8BHYCTZ,0.1,0.0
TCTSP5J4R,0.1,0.0
2PV4EBQI6T,0.1,0.0
1WWLEW7MZB,0.1,0.0
2KA7O3GRFU,0.2,0.0
80IXK5NRZ,0.15,0.0
2GZTD3QBR8,0.15,0.0
8N2AQHE1Q,0.1,0.0
11A2H45524,0.1,0.0
5U3I2ULW,0.1,0.0
2GQWYEVZOF,0.1,0.25
ICQSQBDJF,0.2,0.0
1CLA3XZO2,0.1,0.0
1VTAWNBHEV,0.1,0.0
1KUCDSQKV2,0.1,0.0
2GE3HB06KR,0.05,0.0
11NZYEL2BL,0.1,0.0
21HJ0MLSV1,0.1,0.0
121Z64438U,0.1,0.0
1DAG4XYWU9,0.1,0.0
2IGLR1MBAU,0.1,0.0
2I8A0O222M,0.05,0.0
244FLKIAX6,0.1,0.0
1G38MOJSQK,0.1,0.0
1RZ5674W4L,0.2,0.0
1AQS4VC1EJ,0.1,0.0
Z8Q90WCPE,0.1,0.0
URBA6BFBO,0.05,0.0
VEFZ6VHQH,0.1,0.0
2J7F51A4QJ,0.1,0.0
2G2TV2Q133,0.1,0.0
1RJ7HWRAWP,0.05,0.0
ZD2ZQHD0Z,0.1,0.0
2EIM7CXHXH,0.1,0.0
73LZPE3OG,0.15,0.0
7SRGD2NAK,0.15,0.0
1EO5ZSIPJ5,0.1,0.0
26TLZWA1YE,0.1,0.0
HXQJV3WGW,0.1,0.0
1GXJL04OZ7,0.1,0.0
179HU3TVIW,0.05,0.0
27RDIMNC6U,0.1,0.0
10RD9A9RVY,0.1,0.0
1JKKGHEGKS,0.1,0.0
2HO0XOL4JN,0.2,0.0
22WPZ2FT5D,0.1,0.0
1T2FO8J7F2,0.2,0.0
1XTG535B9V,0.2,0.0
2KTDLF0YBL,0.15,0.0
2BA5QXGK5I,0.15,0.0
1KVZAJN0RS,0.2,0.0
1RLHYPYUFR,0.15,0.0
2N9KBUV140,0.15,0.0
1HI31BCZ6F,0.15,0.0
1TJCLCSWXF,0.05,0.0
19F69P108N,0.05,0.0
2CHCVFRUT2,0.2,0.0
1935JLKN9H,0.2,0.0
130F5Y4HTD,0.15,0.0
2CAURPOKNK,0.15,0.0
1X3GN6TR09,0.15,0.0
QWIDY14T7,0.2,0.0
VQ8LG3RJ6,0.15,0.0
19JG9AA5R0,0.1,0.0
205BU05EFL,0.1,0.0
35RXJM3UA,0.15,0.0
I3WGYPNW1,0.15,0.0
DZ4TZRT9Q,0.15,0.0
1FE9WQAORE,0.15,0.0
2K21CX0M3I,0.15,0.0
1I0QRS1RBP,0.2,0.0
16J4IR96J8,0.15,0.0
M0VRHHWPE,0.1,0.0
19GJ7TW9GA,0.1,0.0
2MKHEG6F4T,0.2,0.0
1130LO2TFP,0.2,0.0
S4H5PHUWA,0.15,0.0
1GG521KWXS,0.1,0.0
1MELBFQODZ,0.2,0.0
MGKLNRL2C,0.1,0.0
3F6O22H6D,0.1,0.0
1PFHGVE7WE,0.15,0.0
AT3YB8O1E,0.1,0.0
1RUYHPIE07,0.1,0.0
LN40QKYMW,0.1,0.0
2ALU76S6DP,0.1,0.0
2BOF11JYQI,0.1,0.0
K62LW1DLI,0.05,0.0
210X8DC5PY,0.05,0.0
2EFY5SE183,0.05,0.0
2E1PURL5O1,0.05,0.0
25VQ0U6ABD,0.05,0.0
2GY0XZUVED,0.05,0.0
